feed_id,trip_uid,source_trip_id,route_uid,source_route_id,service_uid,source_service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_uid,source_shape_id,operator_name,service_name,route_name
mnr,mnr:246129324612943+2326912+1,246129324612943+2326912+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1213,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326916+1,246129324612943+2326916+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1221,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326922+1,246129324612943+2326922+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1225,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326929+1,246129324612943+2326929+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1229,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326933+1,246129324612943+2326933+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1231,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326938+1,246129324612943+2326938+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1233,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326944+1,246129324612943+2326944+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1237,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326950+0,246129324612943+2326950+0,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1239,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326956+0,246129324612943+2326956+0,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1241,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326962+1,246129324612943+2326962+1,mnr:3,3,mnr:246129324612943,246129324612943,Harrison,1244,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326968+1,246129324612943+2326968+1,mnr:3,3,mnr:246129324612943,246129324612943,Harrison,1248,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326973+1,246129324612943+2326973+1,mnr:3,3,mnr:246129324612943,246129324612943,Harrison,1254,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326979+1,246129324612943+2326979+1,mnr:3,3,mnr:246129324612943,246129324612943,New Rochelle,1256,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326986+1,246129324612943+2326986+1,mnr:3,3,mnr:246129324612943,246129324612943,Harrison,1260,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2326994+1,246129324612943+2326994+1,mnr:3,3,mnr:246129324612943,246129324612943,Harrison,1264,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327006+1,246129324612943+2327006+1,mnr:3,3,mnr:246129324612943,246129324612943,Harrison,1270,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327011+1,246129324612943+2327011+1,mnr:3,3,mnr:246129324612943,246129324612943,Harrison,1274,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327017+0,246129324612943+2327017+0,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1275,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327022+0,246129324612943+2327022+0,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1279,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327028+0,246129324612943+2327028+0,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1299,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327047+0,246129324612943+2327047+0,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1301,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327061+1,246129324612943+2327061+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1303,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327064+0,246129324612943+2327064+0,mnr:3,3,mnr:246129324612943,246129324612943,Stamford,1304,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327077+1,246129324612943+2327077+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1305,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327083+0,246129324612943+2327083+0,mnr:3,3,mnr:246129324612943,246129324612943,Greenwich,1306,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327087+1,246129324612943+2327087+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1307,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327093+1,246129324612943+2327093+1,mnr:3,3,mnr:246129324612943,246129324612943,Greenwich,1308,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327099+1,246129324612943+2327099+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1309,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327102+1,246129324612943+2327102+1,mnr:3,3,mnr:246129324612943,246129324612943,Greenwich,1310,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327108+1,246129324612943+2327108+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1311,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327112+1,246129324612943+2327112+1,mnr:3,3,mnr:246129324612943,246129324612943,Stamford,1312,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327118+1,246129324612943+2327118+1,mnr:3,3,mnr:246129324612943,246129324612943,Stamford,1314,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327123+1,246129324612943+2327123+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1315,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327129+0,246129324612943+2327129+0,mnr:3,3,mnr:246129324612943,246129324612943,Stamford,1316,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327135+1,246129324612943+2327135+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1317,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327141+0,246129324612943+2327141+0,mnr:3,3,mnr:246129324612943,246129324612943,Stamford,1318,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327147+0,246129324612943+2327147+0,mnr:3,3,mnr:246129324612943,246129324612943,Stamford,1320,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327153+1,246129324612943+2327153+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1321,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327158+0,246129324612943+2327158+0,mnr:3,3,mnr:246129324612943,246129324612943,Stamford,1322,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327164+0,246129324612943+2327164+0,mnr:3,3,mnr:246129324612943,246129324612943,Stamford,1324,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327170+1,246129324612943+2327170+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1325,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327176+0,246129324612943+2327176+0,mnr:3,3,mnr:246129324612943,246129324612943,Stamford,1326,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327181+1,246129324612943+2327181+1,mnr:3,3,mnr:246129324612943,246129324612943,Grand Central,1327,1,,mnr:5,5,Metro-North,New Haven Line,New Haven Line
mnr,mnr:246129324612943+2327187+0,246129324612943+2327187+0,mnr:3,3,mnr:246129324612943,246129324612943,Stamford,1328,0,,mnr:16,16,Metro-North,New Haven Line,New Haven Line
