stop_id,stop_code,stop_name,stop_url,stop_timezone,stop_lat,stop_lon
KNC,KNC,Kinston,https://www.amtrak.com/stations/knc,America/New_York,35.243706,-77.584478
KNG,KNG,Kingman,https://www.amtrak.com/stations/kng,America/Denver,35.188279,-114.052816
KTR,KTR,Kingstree Amtrak Station,https://www.amtrak.com/stations/ktr,America/New_York,33.663882,-79.829026
KWD,KWD,Kirkwood Amtrak Station,https://www.amtrak.com/stations/kwd,America/Chicago,38.581067,-90.406761
LAB,LAB,Latrobe Amtrak,https://www.amtrak.com/stations/lab,America/New_York,40.317405,-79.385083
LAF,LAF,Lafayette Amtrak Station,https://www.amtrak.com/stations/laf,America/New_York,40.419347,-86.895901
LAG,LAG,La Grange Amtrak,https://www.amtrak.com/stations/lag,America/Chicago,41.815634,-87.871545
LAJ,LAJ,La Junta Amtrak Station,https://www.amtrak.com/stations/laj,America/Denver,37.988249,-103.543576
LAK,LAK,Lakeland Amtrak Station,https://www.amtrak.com/stations/lak,America/New_York,28.045603,-81.951874
LAP,LAP,La Plata Amtrak Station,https://www.amtrak.com/stations/lap,America/Chicago,40.02922,-92.493384
LAS,LAS,Mccarran International Airport Amtrak Bus Stop,https://www.amtrak.com/stations/las,America/Los_Angeles,36.085973,-115.148493
LAU,LAU,Laurel Amtrak Station,https://www.amtrak.com/stations/lau,America/Chicago,31.692168,-89.127933
LAX,LAX,Los Angeles,https://www.amtrak.com/stations/lax,America/Los_Angeles,34.056177,-118.236778
LCA,LCA,La Crescenta Amtrak Bus Stop,https://www.amtrak.com/stations/lca,America/Los_Angeles,34.231944,-118.266511
LCH,LCH,Lake Charles,https://www.amtrak.com/stations/lch,America/Chicago,30.238126,-93.217037
LCN,LCN,Lincoln Amtrak Station,https://www.amtrak.com/stations/lcn,America/Chicago,40.148199,-89.363051
LDB,LDB,Lordsburg Amtrak,https://www.amtrak.com/stations/ldb,America/Denver,32.35007,-108.707025
LEE,LEE,Lee'S Summit Amtrak,https://www.amtrak.com/stations/lee,America/Chicago,38.912623,-94.377972
LEG,LEG,Leggett Amtrak Bus Stop,https://www.amtrak.com/stations/leg,America/Los_Angeles,39.878226,-123.727964
LEW,LEW,Lewistown Amtrak Station,https://www.amtrak.com/stations/lew,America/New_York,40.588309,-77.580047
LFT,LFT,Lafayette Amtrak Station,https://www.amtrak.com/stations/lft,America/Chicago,30.226548,-92.014519
LIB,LIB,Libby Amtrak Station,https://www.amtrak.com/stations/lib,America/Denver,48.394842,-115.54889
LIV,LIV,Livermore Amtrak Bus Stop,https://www.amtrak.com/stations/liv,America/Los_Angeles,37.684915,-121.767121
LKL,LKL,Lakeland,https://www.amtrak.com/stations/lkl,America/New_York,28.045603,-81.951874
LMR,LMR,Lamar Amtrak,https://www.amtrak.com/stations/lmr,America/Denver,38.089623,-102.618574
LMY,LMY,Lamy,https://www.amtrak.com/stations/lmy,America/Denver,35.480973,-105.879968
LNC,LNC,Lancaster,https://www.amtrak.com/stations/lnc,America/New_York,40.054181,-76.307714
LNK,LNK,Lincoln Amtrak Station,https://www.amtrak.com/stations/lnk,America/Chicago,40.815871,-96.71317
LNS,LNS,East Lansing Amtrak Station,https://www.amtrak.com/stations/lns,America/New_York,42.718731,-84.495962
LNV,LNV,Laughlin Amtrak Bus Stop,https://www.amtrak.com/stations/lnv,America/Los_Angeles,35.161464,-114.576557
LOD,LOD,Lodi Amtrak Station,https://www.amtrak.com/stations/lod,America/Los_Angeles,38.133201,-121.271887
LOH,LOH,Los Alamos Amtrak Bus Stop,https://www.amtrak.com/stations/loh,America/Denver,35.827795,-106.208804
LOR,LOR,Lorton Amtrak Auto Train Station,https://www.amtrak.com/stations/lor,America/New_York,38.708143,-77.220942
LOS,LOS,Los Alamos Amtrak Bus Stop,https://www.amtrak.com/stations/los,America/Denver,35.881799,-106.29992
LPE,LPE,Lapeer Amtrak Station,https://www.amtrak.com/stations/lpe,America/New_York,43.04952,-83.306154
LPS,LPS,Lompoc-Surf Amtrak,https://www.amtrak.com/stations/lps,America/Los_Angeles,34.682704,-120.605001
LQT,LQT,La Quinta Amtrak Bus Stop,https://www.amtrak.com/stations/lqt,America/Los_Angeles,33.710979,-116.289964
LRC,LRC,Lawrence Amtrak Station,https://www.amtrak.com/stations/lrc,America/Chicago,38.971166,-95.230539
LRK,LRK,Little Rock Union Station,https://www.amtrak.com/stations/lrk,America/Chicago,34.750298,-92.286785
LSE,LSE,La Crosse,https://www.amtrak.com/stations/lse,America/Chicago,43.833155,-91.247298
LSV,LSV,Las Vegas Amtrak Station,https://www.amtrak.com/stations/lsv,America/Denver,35.593432,-105.212779
LTV,LTV,Laytonville Amtrak Bus Stop,https://www.amtrak.com/stations/ltv,America/Los_Angeles,39.686633,-123.482019
LVS,LVS,Las Vegas,https://www.amtrak.com/stations/lvs,America/Los_Angeles,36.164458,-115.149734
LVT,LVT,Las Vegas Amtrak Bus Stop,https://www.amtrak.com/stations/lvt,America/Los_Angeles,36.068464,-115.163629
LVW,LVW,Longview,https://www.amtrak.com/stations/lvw,America/Chicago,32.494032,-94.728322
LWA,LWA,Leavenworth Amtrak,https://www.amtrak.com/stations/lwa,America/Los_Angeles,47.606493,-120.643965
LYH,LYH,Lynchburg,https://www.amtrak.com/stations/lyh,America/New_York,37.406439,-79.156934
MAC,MAC,Macomb Amtrak Station,https://www.amtrak.com/stations/mac,America/Chicago,40.461212,-90.67094
MAL,MAL,Malta Amtrak Station,https://www.amtrak.com/stations/mal,America/Denver,48.360477,-107.872242
MAT,MAT,Mattoon Amtrak Station,https://www.amtrak.com/stations/mat,America/Chicago,39.48273,-88.376045
MAY,MAY,Maysville Amtrak Station,https://www.amtrak.com/stations/may,America/New_York,38.652148,-83.771074
MCB,MCB,Mccomb,https://www.amtrak.com/stations/mcb,America/Chicago,31.244467,-90.451334
MCD,MCD,Merced,https://www.amtrak.com/stations/mcd,America/Los_Angeles,37.307183,-120.476805
MCG,MCG,Mcgregor Amtrak,https://www.amtrak.com/stations/mcg,America/Chicago,31.443352,-97.404756
MCK,MCK,Mccook Amtrak Station,https://www.amtrak.com/stations/mck,America/Chicago,40.197634,-100.625792
MDN,MDN,Meriden,https://www.amtrak.com/stations/mdn,America/New_York,41.539385,-72.800678
MDT,MDT,Mendota Amtrak Station,https://www.amtrak.com/stations/mdt,America/Chicago,41.549584,-89.11792
MEI,MEI,Meridian Union Station,https://www.amtrak.com/stations/mei,America/Chicago,32.364166,-88.696568
MEM,MEM,Memphis,https://www.amtrak.com/stations/mem,America/Chicago,35.132458,-90.059109
MET,MET,Metropark Amtrak Station,https://www.amtrak.com/stations/met,America/New_York,40.568056,-74.329583
MHD,MHD,Morehead City,https://www.amtrak.com/stations/mhd,America/New_York,34.721383,-76.71568
MHL,MHL,Marshall Amtrak Station,https://www.amtrak.com/stations/mhl,America/Chicago,32.551549,-94.366995
MIA,MIA,Miami Amtrak Station,https://www.amtrak.com/stations/mia,America/New_York,25.849554,-80.257759
MID,MID,Middletown,https://www.amtrak.com/stations/mid,America/New_York,40.195658,-76.736482
MIN,MIN,Mineola,https://www.amtrak.com/stations/min,America/Chicago,32.662049,-95.4891
MJY,MJY,Mount Joy Amtrak,https://www.amtrak.com/stations/mjy,America/New_York,40.109165,-76.503443
MKA,MKA,General Mitchell Intl. Airport Amtrak Station,https://www.amtrak.com/stations/mka,America/Chicago,42.940583,-87.924359
MKE,MKE,Milwaukee,https://www.amtrak.com/stations/mke,America/Chicago,43.034518,-87.917104
MKS,MKS,Marks Amtrak,https://www.amtrak.com/stations/mks,America/Chicago,34.258227,-90.272342
MNG,MNG,Montgomery Amtrak,https://www.amtrak.com/stations/mng,America/New_York,38.180743,-81.32403
MOJ,MOJ,Mojave Amtrak Bus Stop,https://www.amtrak.com/stations/moj,America/Los_Angeles,35.05249,-118.173181
MOT,MOT,Minot Amtrak Station,https://www.amtrak.com/stations/mot,America/Chicago,48.236083,-101.298557
MPK,MPK,Moorpark Amtrak,https://www.amtrak.com/stations/mpk,America/Los_Angeles,34.28476,-118.878059
MPR,MPR,Montpelier-Berlin Amtrak Station,https://www.amtrak.com/stations/mpr,America/New_York,44.255749,-72.606394
MRB,MRB,Martinsburg Amtrak Station,https://www.amtrak.com/stations/mrb,America/New_York,39.458661,-77.961014
MRC,MRC,Maricopa,https://www.amtrak.com/stations/mrc,America/Denver,33.056284,-112.047137
MRV,MRV,Marysville Amtrak Station,https://www.amtrak.com/stations/mrv,America/Los_Angeles,39.143721,-121.597259
MRY,MRY,Monterey Amtrak Bus Stop,https://www.amtrak.com/stations/mry,America/Los_Angeles,36.597611,-121.894331
MSP,MSP,St. Paul-Minneapolis,https://www.amtrak.com/stations/msp,America/Chicago,44.947661,-93.085355
MSS,MSS,Manassas Amtrak Station,https://www.amtrak.com/stations/mss,America/New_York,38.75027825,-77.47278955
MTP,MTP,Mt. Pleasant Amtrak Station,https://www.amtrak.com/stations/mtp,America/Chicago,40.971179,-91.550772
MTR,MTR,Montreal Central Station,https://www.amtrak.com/stations/mtr,America/New_York,45.500169,-73.565767
MTZ,MTZ,Martinez,https://www.amtrak.com/stations/mtz,America/Los_Angeles,38.018921,-122.138784
MVN,MVN,Malvern Amtrak,https://www.amtrak.com/stations/mvn,America/Chicago,34.365484,-92.814018
MVW,MVW,Mount Vernon Amtrak Station,https://www.amtrak.com/stations/mvw,America/Los_Angeles,48.41847,-122.334738
MYA,MYA,Monterey Amtrak Bus Stop,https://www.amtrak.com/stations/mya,America/Los_Angeles,36.61768,-121.90164
MYH,MYH,Monterey Amtrak Bus Stop,https://www.amtrak.com/stations/myh,America/Los_Angeles,36.591861,-121.877311
MYM,MYM,Monterey Amtrak Bus Stop,https://www.amtrak.com/stations/mym,America/Los_Angeles,36.600593,-121.894921
MYS,MYS,Mystic Amtrak,https://www.amtrak.com/stations/mys,America/New_York,41.350934,-71.963093
MYT,MYT,Monterey Amtrak Bus Stop,https://www.amtrak.com/stations/myt,America/Los_Angeles,36.595379,-121.892522
NAP,NAP,Napa Amtrak Bus Stop,https://www.amtrak.com/stations/nap,America/Los_Angeles,38.297617,-122.280022
NBK,NBK,New Brunswick Amtrak Station,https://www.amtrak.com/stations/nbk,America/New_York,40.496522,-74.446265
NBN,NBN,Newbern-Dyersburg Amtrak Station,https://www.amtrak.com/stations/nbn,America/Chicago,36.112711,-89.262264
NBR,NBR,New Bern Amtrak Bus Stop,https://www.amtrak.com/stations/nbr,America/New_York,35.104416,-77.036948
NBU,NBU,New Buffalo Amtrak,https://www.amtrak.com/stations/nbu,America/New_York,41.796656,-86.745782
NCG,NCG,Nacogdoches Amtrak Bus Stop,https://www.amtrak.com/stations/ncg,America/Chicago,31.700274,-94.675886
NCR,NCR,New Carrollton Amtrak Station,https://www.amtrak.com/stations/ncr,America/New_York,38.948098,-76.871494
NDL,NDL,Needles Amtrak,https://www.amtrak.com/stations/ndl,America/Los_Angeles,34.840616,-114.606188
NEW,NEW,Newton,https://www.amtrak.com/stations/new,America/Chicago,38.046976,-97.344886
NFK,NFK,Norfolk,https://www.amtrak.com/stations/nfk,America/New_York,36.843509,-76.276195
NFL,NFL,Niagara Falls Amtrak Station,https://www.amtrak.com/stations/nfl,America/New_York,43.109908,-79.055276
NHL,NHL,Santa Clarita-Newhall Amtrak Station,https://www.amtrak.com/stations/nhl,America/Los_Angeles,34.379451,-118.527338
NHT,NHT,Northampton,https://www.amtrak.com/stations/nht,America/New_York,42.318858,-72.626379
NHV,NHV,New Haven,https://www.amtrak.com/stations/nhv,America/New_York,41.297714,-72.92667
NIB,NIB,New Iberia Amtrak,https://www.amtrak.com/stations/nib,America/Chicago,30.008415,-91.823809
NLC,NLC,New London,https://www.amtrak.com/stations/nlc,America/New_York,41.354267,-72.093225
NLS,NLS,Niles Amtrak Station,https://www.amtrak.com/stations/nls,America/New_York,41.837412,-86.252372
NOL,NOL,New Orleans Union Passenger Terminal,https://www.amtrak.com/stations/nol,America/Chicago,29.946085,-90.078291
NOR,NOR,Norman Amtrak Station,https://www.amtrak.com/stations/nor,America/Chicago,35.219963,-97.443013
NPN,NPN,Newport News,https://www.amtrak.com/stations/npn,America/New_York,37.122325,-76.517023
NPV,NPV,Naperville Amtrak Station,https://www.amtrak.com/stations/npv,America/Chicago,41.779514,-88.145497
NRK,NRK,Newark Amtrak,https://www.amtrak.com/stations/nrk,America/New_York,39.669686,-75.753513
NRO,NRO,New Rochelle Amtrak Station,https://www.amtrak.com/stations/nro,America/New_York,40.911451,-73.784329
NWK,NWK,Newark,https://www.amtrak.com/stations/nwk,America/New_York,40.734706,-74.16475
NYP,NYP,Ny Moynihan Train Hall At Penn Station,https://www.amtrak.com/stations/nyp,America/New_York,40.750327,-73.994459
OAC,OAC,Oakland Coliseum/Airport Amtrak,https://www.amtrak.com/stations/oac,America/Los_Angeles,37.752499,-122.198147
OCA,OCA,Ocala Amtrak Bus Stop,https://www.amtrak.com/stations/oca,America/New_York,29.192235,-82.135282
OKC,OKC,Oklahoma City,https://www.amtrak.com/stations/okc,America/Chicago,35.46549,-97.512749
OKE,OKE,Okeechobee Amtrak,https://www.amtrak.com/stations/oke,America/New_York,27.251867,-80.830812
OKJ,OKJ,Oakland,https://www.amtrak.com/stations/okj,America/Los_Angeles,37.793866,-122.271667
OLT,OLT,San Diego Old Town Transportation Center,https://www.amtrak.com/stations/olt,America/Los_Angeles,32.755266,-117.200073
OLW,OLW,Olympia-Lacey Amtrak Station,https://www.amtrak.com/stations/olw,America/Los_Angeles,46.991273,-122.794059
OMA,OMA,Omaha Amtrak Station,https://www.amtrak.com/stations/oma,America/Chicago,41.249697,-95.927201
ONA,ONA,Ontario Amtrak,https://www.amtrak.com/stations/ona,America/Los_Angeles,34.061672,-117.649569
ORB,ORB,Old Orchard Beach Amtrak,https://www.amtrak.com/stations/orb,America/New_York,43.514326,-70.376225
ORC,ORC,Oregon City Amtrak,https://www.amtrak.com/stations/orc,America/Los_Angeles,45.366146,-122.595925
ORL,ORL,Orlando,https://www.amtrak.com/stations/orl,America/New_York,28.525926,-81.381516
ORV,ORV,Oroville Amtrak Bus Stop,https://www.amtrak.com/stations/orv,America/Los_Angeles,39.520057,-121.572102
OSB,OSB,Old Saybrook Amtrak Station,https://www.amtrak.com/stations/osb,America/New_York,41.30039,-72.376818
OSC,OSC,Osceola Amtrak Station,https://www.amtrak.com/stations/osc,America/Chicago,41.037116,-93.764894
OSD,OSD,Oceanside,https://www.amtrak.com/stations/osd,America/Los_Angeles,33.192515,-117.37943
OTM,OTM,Ottumwa Amtrak Station,https://www.amtrak.com/stations/otm,America/Chicago,41.018815,-92.414929
OXN,OXN,Oxnard,https://www.amtrak.com/stations/oxn,America/Los_Angeles,34.199241,-119.175978
PAK,PAK,Palatka Amtrak,https://www.amtrak.com/stations/pak,America/New_York,29.649734,-81.640471
PAO,PAO,Paoli Amtrak Station,https://www.amtrak.com/stations/pao,America/New_York,40.042754,-75.48376
PAR,PAR,Parkesburg Amtrak,https://www.amtrak.com/stations/par,America/New_York,39.95918,-75.922123
PAS,PAS,Pasadena Amtrak Bus Stop,https://www.amtrak.com/stations/pas,America/Los_Angeles,34.143079,-118.141295
PBF,PBF,Poplar Bluff Amtrak Station,https://www.amtrak.com/stations/pbf,America/Chicago,36.753995,-90.393341
PCH,PCH,Port Charlotte Amtrak Bus Stop,https://www.amtrak.com/stations/pch,America/New_York,27.016842,-82.050609
PCT,PCT,Princeton Amtrak Station,https://www.amtrak.com/stations/pct,America/Chicago,41.385191,-89.466815
PDC,PDC,Palm Desert Amtrak Bus Stop,https://www.amtrak.com/stations/pdc,America/Los_Angeles,33.725715,-116.398519
PDX,PDX,Portland,https://www.amtrak.com/stations/pdx,America/Los_Angeles,45.528724,-122.676806
PGH,PGH,Pittsburgh Amtrak Station,https://www.amtrak.com/stations/pgh,America/New_York,40.444738,-79.992307
PHA,PHA,Phoenix Sky Harbor Airport Amtrak Station,https://www.amtrak.com/stations/pha,America/Denver,33.43639,-112.013047
PHL,PHL,Philadelphia,https://www.amtrak.com/stations/phl,America/New_York,39.955615,-75.181041
PHN,PHN,North Philadelphia Amtrak Station,https://www.amtrak.com/stations/phn,America/New_York,39.99678,-75.155114
PIA,PIA,Peoria Amtrak Station,https://www.amtrak.com/stations/pia,America/Chicago,40.689364,-89.593643
PIC,PIC,Picayune Amtrak Station,https://www.amtrak.com/stations/pic,America/Chicago,30.524606,-89.68026
PIT,PIT,Pittsfield Amtrak Station,https://www.amtrak.com/stations/pit,America/New_York,42.451558,-73.2538
PJC,PJC,Princeton Junction Amtrak Station,https://www.amtrak.com/stations/pjc,America/New_York,40.31585,-74.623976
PLB,PLB,Plattsburgh Amtrak Station,https://www.amtrak.com/stations/plb,America/New_York,44.696728,-73.446284
PLO,PLO,Plano Amtrak Station,https://www.amtrak.com/stations/plo,America/Chicago,41.662384,-88.538272
PNT,PNT,Pontiac Amtrak Station,https://www.amtrak.com/stations/pnt,America/New_York,42.632771,-83.292325
POG,POG,Portage,https://www.amtrak.com/stations/pog,America/Chicago,43.547079,-89.467627
POH,POH,Port Henry Amtrak Station,https://www.amtrak.com/stations/poh,America/New_York,44.042297,-73.458753
PON,PON,Pontiac Amtrak Station,https://www.amtrak.com/stations/pon,America/Chicago,40.878687,-88.637198
POR,POR,Portland,https://www.amtrak.com/stations/por,America/New_York,43.654097,-70.291258
POS,POS,Pomona Amtrak,https://www.amtrak.com/stations/pos,America/Los_Angeles,34.059224,-117.750621
POU,POU,Poughkeepsie Amtrak Station,https://www.amtrak.com/stations/pou,America/New_York,41.707056,-73.93749
PRB,PRB,Paso Robles Amtrak Station,https://www.amtrak.com/stations/prb,America/Los_Angeles,35.622683,-120.68786
PRC,PRC,Prince Amtrak Station,https://www.amtrak.com/stations/prc,America/New_York,37.856594,-81.060694
PRO,PRO,Provo Amtrak,https://www.amtrak.com/stations/pro,America/Denver,40.225957,-111.664001
PSC,PSC,Pasco Amtrak Station,https://www.amtrak.com/stations/psc,America/Los_Angeles,46.237012,-119.087729
PSN,PSN,Palm Springs Amtrak,https://www.amtrak.com/stations/psn,America/Los_Angeles,33.897491,-116.547913
PSP,PSP,Palm Springs Airport Amtrak Bus Stop,https://www.amtrak.com/stations/psp,America/Los_Angeles,33.824009,-116.508939
PSS,PSS,Palm Springs Amtrak Bus Stop,https://www.amtrak.com/stations/pss,America/Los_Angeles,33.824643,-116.54544
PTB,PTB,Petersburg Amtrak Station,https://www.amtrak.com/stations/ptb,America/New_York,37.241627,-77.428794
PTC,PTC,Petaluma,https://www.amtrak.com/stations/ptc,America/Los_Angeles,38.2365,-122.635793
PTH,PTH,Port Huron Amtrak Station,https://www.amtrak.com/stations/pth,America/New_York,42.960419,-82.443805
PUR,PUR,Purcell Amtrak Station,https://www.amtrak.com/stations/pur,America/Chicago,35.012033,-97.357416
PVD,PVD,Providence,https://www.amtrak.com/stations/pvd,America/New_York,41.82949,-71.413478
PVL,PVL,Pauls Valley Amtrak Station,https://www.amtrak.com/stations/pvl,America/Chicago,34.741735,-97.21846
PXN,PXN,North Phoenix Metro Center Transit Station,https://www.amtrak.com/stations/pxn,America/Denver,33.639498,-112.119188
QAN,QAN,Quantico Amtrak,https://www.amtrak.com/stations/qan,America/New_York,38.521882,-77.293027
QCY,QCY,Quincy Amtrak Station,https://www.amtrak.com/stations/qcy,America/Chicago,39.957063,-91.368525
RAT,RAT,Raton,https://www.amtrak.com/stations/rat,America/Denver,36.901072,-104.437886
RBF,RBF,Red Bluff Amtrak Bus Stop,https://www.amtrak.com/stations/rbf,America/Los_Angeles,40.178482,-122.234586
RDD,RDD,Redding Amtrak,https://www.amtrak.com/stations/rdd,America/Los_Angeles,40.583595,-122.39337
RDW,RDW,Red Wing Amtrak Station,https://www.amtrak.com/stations/rdw,America/Chicago,44.566214,-92.537066
REN,REN,Rensselaer Amtrak,https://www.amtrak.com/stations/ren,America/Chicago,40.943281,-87.155121
RGH,RGH,Raleigh Union Station,https://www.amtrak.com/stations/rgh,America/New_York,35.777209,-78.647784
RHI,RHI,Rhinecliff Amtrak Station,https://www.amtrak.com/stations/rhi,America/New_York,41.921346,-73.951278
RIC,RIC,Richmond,https://www.amtrak.com/stations/ric,America/Los_Angeles,37.936752,-122.35413
RIV,RIV,Riverside,https://www.amtrak.com/stations/riv,America/Los_Angeles,33.97567,-117.369988
RKV,RKV,Rockville Amtrak,https://www.amtrak.com/stations/rkv,America/New_York,39.084547,-77.145995
RLN,RLN,Rocklin Amtrak Station,https://www.amtrak.com/stations/rln,America/Los_Angeles,38.791006,-121.237299
RMT,RMT,Rocky Mount,https://www.amtrak.com/stations/rmt,America/New_York,35.938001,-77.797855
RNK,RNK,Roanoke,https://www.amtrak.com/stations/rnk,America/New_York,37.273185,-79.941795
RNO,RNO,Reno,https://www.amtrak.com/stations/rno,America/Los_Angeles,39.528521,-119.812123
ROC,ROC,Rochester,https://www.amtrak.com/stations/roc,America/New_York,43.163411,-77.608057
ROM,ROM,Rome Amtrak Station,https://www.amtrak.com/stations/rom,America/New_York,43.199425,-75.44996
ROY,ROY,Royal Oak Amtrak,https://www.amtrak.com/stations/roy,America/New_York,42.488439,-83.14701
RPC,RPC,Rohnert Park Amtrak Bus Stop,https://www.amtrak.com/stations/rpc,America/Los_Angeles,38.347328,-122.709749
RPH,RPH,Randolph Amtrak,https://www.amtrak.com/stations/rph,America/New_York,43.922398,-72.665459
RSP,RSP,Rouses Point Amtrak,https://www.amtrak.com/stations/rsp,America/New_York,44.99487,-73.371093
RSV,RSV,Roseville Amtrak,https://www.amtrak.com/stations/rsv,America/Los_Angeles,38.750016,-121.286286
RTE,RTE,Route 128 Amtrak Station,https://www.amtrak.com/stations/rte,America/New_York,42.210242,-71.147894
RTL,RTL,Rantoul Amtrak,https://www.amtrak.com/stations/rtl,America/Chicago,40.310905,-88.159126
RUD,RUD,Rutland,https://www.amtrak.com/stations/rud,America/New_York,43.605756,-72.981538
RUG,RUG,Rugby Amtrak Station,https://www.amtrak.com/stations/rug,America/Chicago,48.369846,-99.997556
RVM,RVM,Richmond Main Street Amtrak Station,https://www.amtrak.com/stations/rvm,America/New_York,37.534209,-77.429512
RVR,RVR,Richmond Staples Mill Road Amtrak Station,https://www.amtrak.com/stations/rvr,America/New_York,37.617693,-77.496943
SAB,SAB,St. Albans Amtrak Station,https://www.amtrak.com/stations/sab,America/New_York,44.81236,-73.086191
SAC,SAC,Sacramento,https://www.amtrak.com/stations/sac,America/Los_Angeles,38.584004,-121.500704
SAE,SAE,Santa Fe Amtrak Bus Stop,https://www.amtrak.com/stations/sae,America/Denver,35.799738,-105.921959
SAF,SAF,Santa Fe Amtrak Station,https://www.amtrak.com/stations/saf,America/Denver,35.684265,-105.946599
SAL,SAL,Salisbury,https://www.amtrak.com/stations/sal,America/New_York,35.667496,-80.466323
SAN,SAN,San Diego,https://www.amtrak.com/stations/san,America/Los_Angeles,32.716169,-117.169576
SAO,SAO,Saco Amtrak Station,https://www.amtrak.com/stations/sao,America/New_York,43.496191,-70.449139
SAP,SAP,Santa Paula Amtrak Bus Stop,https://www.amtrak.com/stations/sap,America/Los_Angeles,34.346197,-119.06906
SAR,SAR,Saratoga Springs Amtrak Station,https://www.amtrak.com/stations/sar,America/New_York,43.08281,-73.810027
SAS,SAS,San Antonio Amtrak Station,https://www.amtrak.com/stations/sas,America/Chicago,29.41935,-98.478143
SAT,SAT,Santa Maria Amtrak Bus Stop,https://www.amtrak.com/stations/sat,America/Los_Angeles,34.951608,-120.416455
SAV,SAV,Savannah,https://www.amtrak.com/stations/sav,America/New_York,32.083412,-81.148264
SBA,SBA,Santa Barbara,https://www.amtrak.com/stations/sba,America/Los_Angeles,34.413718,-119.692785
SBG,SBG,Sebring Amtrak Station,https://www.amtrak.com/stations/sbg,America/New_York,27.496632,-81.434202
SBU,SBU,Uc Santa Barbara Amtrak Bus Stop,https://www.amtrak.com/stations/sbu,America/Los_Angeles,34.414945,-119.848296
SBY,SBY,Shelby Amtrak Station,https://www.amtrak.com/stations/sby,America/Denver,48.506748,-111.856649
SCC,SCC,Santa Clara Amtrak,https://www.amtrak.com/stations/scc,America/Los_Angeles,37.353219,-121.936576
SCD,SCD,St. Cloud Amtrak Station,https://www.amtrak.com/stations/scd,America/Chicago,45.567748,-94.149093
SCH,SCH,Schriever Amtrak,https://www.amtrak.com/stations/sch,America/Chicago,29.746678,-90.815246
SCS,SCS,Sacramento Amtrak Bus Stop,https://www.amtrak.com/stations/scs,America/Los_Angeles,38.576137,-121.495175
SDL,SDL,Slidell Amtrak Station,https://www.amtrak.com/stations/sdl,America/Chicago,30.278372,-89.782565
SDY,SDY,Schenectady,https://www.amtrak.com/stations/sdy,America/New_York,42.814724,-73.942892
SEA,SEA,Seattle,https://www.amtrak.com/stations/sea,America/Los_Angeles,47.598445,-122.330161
SED,SED,Sedalia Amtrak Station,https://www.amtrak.com/stations/sed,America/Chicago,38.711604,-93.228706
SFA,SFA,Sanford Amtrak Auto Train Station,https://www.amtrak.com/stations/sfa,America/New_York,28.808544,-81.291274
SFC,SFC,San Francisco,https://www.amtrak.com/stations/sfc,America/Los_Angeles,37.78865,-122.398867
SHR,SHR,Shreveport Sportran Intermodal Terminal,https://www.amtrak.com/stations/shr,America/Chicago,32.499717,-93.756673
SIM,SIM,Simi Valley Amtrak,https://www.amtrak.com/stations/sim,America/Los_Angeles,34.270204,-118.695163
SJC,SJC,San Jose,https://www.amtrak.com/stations/sjc,America/Los_Angeles,37.329933,-121.902388
SJM,SJM,St. Joseph-Benton Harbor Amtrak Station,https://www.amtrak.com/stations/sjm,America/New_York,42.10908,-86.484484
SKN,SKN,Stockton,https://www.amtrak.com/stations/skn,America/Los_Angeles,37.945468,-121.285632
SKT,SKT,Stockton,https://www.amtrak.com/stations/skt,America/Los_Angeles,37.957038,-121.279
SKY,SKY,Sandusky Amtrak Station,https://www.amtrak.com/stations/sky,America/New_York,41.440671,-82.717866
SLC,SLC,Salt Lake City,https://www.amtrak.com/stations/slc,America/Denver,40.761661,-111.908349
SLM,SLM,Salem,https://www.amtrak.com/stations/slm,America/Los_Angeles,44.932331,-123.028331
SLO,SLO,San Luis Obispo,https://www.amtrak.com/stations/slo,America/Los_Angeles,35.276434,-120.654701
SLP,SLP,San Luis Obispo Amtrak Bus Stop,https://www.amtrak.com/stations/slp,America/Los_Angeles,35.298857,-120.655671
SLQ,SLQ,St-Lambert Amtrak Station,https://www.amtrak.com/stations/slq,America/New_York,45.498896,-73.507287
SLV,SLV,Solvang Amtrak Bus Stop,https://www.amtrak.com/stations/slv,America/Los_Angeles,34.595913,-120.14058
SMC,SMC,San Marcos Amtrak,https://www.amtrak.com/stations/smc,America/Chicago,29.876571,-97.941049
SMN,SMN,Santa Monica Pier,https://www.amtrak.com/stations/smn,America/Los_Angeles,34.012692,-118.494637
SMT,SMT,Summit Amtrak,https://www.amtrak.com/stations/smt,America/Chicago,41.794912,-87.809742
SNA,SNA,Santa Ana,https://www.amtrak.com/stations/sna,America/Los_Angeles,33.751629,-117.856607
SNB,SNB,San Bernardino,https://www.amtrak.com/stations/snb,America/Los_Angeles,34.104112,-117.310659
SNC,SNC,San Juan Capistrano Amtrak Station,https://www.amtrak.com/stations/snc,America/Los_Angeles,33.501318,-117.663813
SND,SND,Sanderson Amtrak,https://www.amtrak.com/stations/snd,America/Chicago,30.139951,-102.398746
SNP,SNP,San Clemente Pier Amtrak,https://www.amtrak.com/stations/snp,America/Los_Angeles,33.419645,-117.619733
SNS,SNS,Salinas,https://www.amtrak.com/stations/sns,America/Los_Angeles,36.679145,-121.656745
SOB,SOB,South Bend Amtrak Station,https://www.amtrak.com/stations/sob,America/New_York,41.67836,-86.287345
